Идентификатор;Номер заключения экспертизы;Дата заключения экспертизы;Результат проведенной экспертизы (положительное или отрицательное заключение экспертизы);Форма экспертизы (государственная, негосударственная);Сведения об объекте экспертиз (проектная документация и(или) результаты инженерных изысканий);Субъект РФ;Код субъекта РФ;Наименование и адрес (местоположение) объекта капитального строительства, применительно к которому подготовлена проектная документация;Сведения об экспертной организации;ИНН экспертной организации;КПП экспертной организации;ОГРН экспертной организации;Место нахождения и адрес экспертной организации;Сведения о застройщике, обеспечившем подготовку проектной документации;Сведения о техническом заказчике, обеспечившем подготовку проектной документации;Сведения об индивидуальных предпринимателях и (или) юридических лицах, подготовивших проектную документацию;Сведения об использовании типовой проектной документации;Сведения о типовой проектной документации;Сведения о ТПД. Номер документа;Сведения о ТПД. Дата документа;Признак типовой проектной документации;Решения о признании проектных решений типовыми;Дата включения сведений в реестр;Вид работ;;MatchedKeywords
acf3e90b-1d0b-4142-9f04-43650effbb88;23-2-1-2-074349-2024;10.12.2024;Положительное заключение;Негосударственная;Проектная документация;Краснодарский край - 23;23;"Гостиница ""Милагро"", Почтовый адрес: 'Краснодарский край, Район Анапский, Город Анапа, Проспект Пионерский, 79А.'";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКСПЕРТ-ПРОЕКТ"" (ОГРН: 1122301003362, ИНН: 2301081367, КПП: 230101001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: 353451, КРАЙ КРАСНОДАРСКИЙ,Р-Н АНАПСКИЙ,Г АНАПА,ПЕР СИРЕНЕВЫЙ, д. 27, корп. А)";2301081367;230101001;1122301003362;353451, КРАЙ КРАСНОДАРСКИЙ,Р-Н АНАПСКИЙ,Г АНАПА,ПЕР СИРЕНЕВЫЙ, д. 27, корп. А;Зиринов Валерий Андреевич;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕДГ - ИНЖИНИРИНГ ДИЗАЙН ГРУПП"" (ОГРН: 1077762018509, ИНН: 7723633953, КПП: 771001001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Москва, Москва, ул. Фадеева, 5/стр.10)";Нет данных;Нет данных;;;Нет;Нет данных;10.12.2024;Строительство;;гостиница
89b66661-d655-438c-bc11-965d0f3fd77b;91-1-1-2-074014-2024;09.12.2024;Положительное заключение;Государственная;Проектная документация;Республика Крым - 91;91;"Федеральное государственное бюджетное учреждение ""Санаторий работников органов прокуратуры Российской Федерации ""Россия"", Почтовый адрес: 'Россия, Республика Крым, 298635, г. Ялта, ул. Коммунаров, 12'";"ФЕДЕРАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ГЛАВНОЕ УПРАВЛЕНИЕ ГОСУДАРСТВЕННОЙ ЭКСПЕРТИЗЫ"" (ОГРН: 1027700133911, ИНН: 7707082071, КПП: 770601001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: 119049, Г.МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ЯКИМАНКА, УЛ БОЛЬШАЯ ЯКИМАНКА, д. Д. 42, корп. СТР. 1-2)";7707082071;770601001;1027700133911;119049, Г.МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ЯКИМАНКА, УЛ БОЛЬШАЯ ЯКИМАНКА, д. Д. 42, корп. СТР. 1-2;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""САНАТОРИЙ РАБОТНИКОВ ОРГАНОВ ПРОКУРАТУРЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ""РОССИЯ"" (ОГРН: 1209100014529, ИНН: 9103094864, КПП: 910301001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Россия, Республика Крым, Г. ЯЛТА, УЛ. КОММУНАРОВ, Д. 12)";;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛЬБРУС ПРОЕКТ ГРУП"" (ОГРН: 1233600004406, ИНН: 3662304077, КПП: 366201001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Россия, Воронежская область, ГОРОД ВОРОНЕЖ Г.О., Г ВОРОНЕЖ, УЛ 9 ЯНВАРЯ, Д. 180/ПОМЕЩ. VI, ПОМЕЩ. 51)";Нет данных;Нет данных;;;Нет;Нет данных;09.12.2024;Капитальный ремонт;;санаторий
ff84e4ea-21e7-4668-ad81-2cfd7f5838c4;23-2-1-3-073859-2024;09.12.2024;Положительное заключение;Негосударственная;Проектная документация и результаты инженерных изысканий;Краснодарский край - 23;23;"Гостиничный комплекс, Почтовый адрес: 'Краснодарский край, Туапсинский район, сельское поселение Шепсинское, посёлок Пансионата ""Весна"", земельный участок с кадастровым номером 23:33:0201001:44'";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОПЭКСПЕРТПРОЕКТ"" (ОГРН: 1212300020283, ИНН: 2312300236, КПП: 231201001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: 350059, КРАЙ КРАСНОДАРСКИЙ,Г. Краснодар,УЛ. УРАЛЬСКАЯ, д. Д. 79/1, кв. ПОМЕЩ. 8)";2312300236;231201001;1212300020283;350059, КРАЙ КРАСНОДАРСКИЙ,Г. Краснодар,УЛ. УРАЛЬСКАЯ, д. Д. 79/1, кв. ПОМЕЩ. 8;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПАНСИОНАТ ВЕСНА"" (ОГРН: 1022304921913, ИНН: 2355003686, КПП: 235501001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Россия, Краснодарский край, Туапсинский р-н, поселок пансионата ""Весна"")";;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕВЕЛОПМЕНТ СИСТЕМС"" (ОГРН: 1187847342231, ИНН: 7801655121, КПП: 784201001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Россия, Санкт-Петербург, вн.тер.г. муниципальный округ Смольнинское, ул. Новгородская, д. 23, лит. А, ч.п.172-Н, офис 321/1)";Нет данных;Нет данных;;;Нет;Нет данных;09.12.2024;Строительство;;гостиничный
70dcc66f-16e0-458d-9314-e3028ef97808;23-2-1-2-073657-2024;06.12.2024;Положительное заключение;Негосударственная;Проектная документация;Краснодарский край - 23;23;Гостиничный комплекс, расположенный на земельном участке с кадастровым номером: 23:49:0302037:62 по ул. Курортный проспект в городе Сочи, Почтовый адрес: 'Краснодарский край, г. Сочи, р-н Хостинский, Курортный пр-кт';"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЛАВСТРОЙЭКСПЕРТ-МВ"" (ОГРН: 1207700219319, ИНН: 9724014950, КПП: 772401001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: 115522, ГОРОД МОСКВА,ПРОСПЕКТ ПРОЛЕТАРСКИЙ, д. ДОМ 17, корп. КОРПУС 1, кв. ЭТ/П/К/ОФ 1/II/2/А7М)";9724014950;772401001;1207700219319;115522, ГОРОД МОСКВА,ПРОСПЕКТ ПРОЛЕТАРСКИЙ, д. ДОМ 17, корп. КОРПУС 1, кв. ЭТ/П/К/ОФ 1/II/2/А7М;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""КОЛИБРИ"" (ОГРН: 1202300026598, ИНН: 2367014107, КПП: 236701001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Россия, Краснодарский край, г Сочи, р-н Хостинский, ул Депутатская, д 10Д, помещ 13)";;ИП Лариошин Виталий Евгеньевич (ОГРНИП: 321237500194921, МЕСТО НАХОЖДЕНИЯ и АДРЕС: 354000, Россия, Краснодарский край, г Сочи);Нет данных;Нет данных;;;Нет;Нет данных;06.12.2024;Строительство;;гостиничный
354c643c-ca3f-4fb6-8cad-99b19e76bd5d;23-2-1-3-073617-2024;06.12.2024;Положительное заключение;Негосударственная;Проектная документация и результаты инженерных изысканий;Краснодарский край - 23;23;Гостиничный комплекс по адресу: Краснодарский край, Апшеронский муниципальный район, Нижегородское сельское поселение, хутор Гуамка, ул. Нижегородская, 3, Почтовый адрес: 'Краснодарский край, Апшеронский район, хутор Гуамка, ул. Нижегородская, 3';"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОПЭКСПЕРТПРОЕКТ"" (ОГРН: 1212300020283, ИНН: 2312300236, КПП: 231201001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: 350059, КРАЙ КРАСНОДАРСКИЙ,Г. Краснодар,УЛ. УРАЛЬСКАЯ, д. Д. 79/1, кв. ПОМЕЩ. 8)";2312300236;231201001;1212300020283;350059, КРАЙ КРАСНОДАРСКИЙ,Г. Краснодар,УЛ. УРАЛЬСКАЯ, д. Д. 79/1, кв. ПОМЕЩ. 8;ИП Татулян Роберт Артурович (ОГРНИП: 316237500087536, МЕСТО НАХОЖДЕНИЯ и АДРЕС: 352680, Россия, Краснодарский край, Апшеронский р-н, г. Хадыженск, ул. Диагональная, 18);;ИП Шагунов Илья Сергеевич (ОГРНИП: 321237500229849, МЕСТО НАХОЖДЕНИЯ и АДРЕС: 352360, Россия, Краснодарский край, Тбилисский р-н, ст-ца Тбилисская);Нет данных;Нет данных;;;Нет;Нет данных;06.12.2024;Строительство;;гостиничный
9f4e9597-cb68-454f-8149-baa99364f94f;23-2-1-2-073091-2024;05.12.2024;Положительное заключение;Негосударственная;Проектная документация;Краснодарский край - 23;23;"Газовая блочная котельная санатория ""Магадан"", расположенного по адресу: Краснодарский край, г. Сочи, пос. Лоо, ул. Декабристов, 161, Почтовый адрес: 'Краснодарский край, г. Сочи, пос. Лоо, ул. Декабристов, 161'";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИДЕР-ЭКСПЕРТ"" (ОГРН: 1212300044770, ИНН: 2366030184, КПП: 236601001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: 354008, КРАЙ КРАСНОДАРСКИЙ,Г. Сочи,УЛ. БАМБУКОВАЯ, д. Д. 42А, кв. КВ. 147)";2366030184;236601001;1212300044770;354008, КРАЙ КРАСНОДАРСКИЙ,Г. Сочи,УЛ. БАМБУКОВАЯ, д. Д. 42А, кв. КВ. 147;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""САНАТОРИЙ ""МАГАДАН"" (ОГРН: 1022302787187, ИНН: 2318001955, КПП: 231801001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Краснодарский край, г. Сочи, ул. Декабристов (Лазаревский р-н), д. 161)";;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИС ГАЗ ПРОЕКТ"" (ОГРН: 1072320011565, ИНН: 2320152207, КПП: 231801001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Краснодарский край, г. Сочи, ул. Прохладная (Лазаревский р-н), д. 7А)";Нет данных;Нет данных;;;Нет;Нет данных;05.12.2024;Строительство;;санаторий
299a36dc-a380-49af-848f-b7ee268180bf;23-2-1-3-071597-2024;28.11.2024;Положительное заключение;Негосударственная;Проектная документация и результаты инженерных изысканий;Краснодарский край - 23;23;"""Гостиница по адресу: Краснодарский край, г. Анапа, с. Витязево, ул. Горького, 27"", Почтовый адрес: 'Российская Федерация, Краснодарский край, г. Анапа, с. Витязево, ул. Горького, 27'";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОНАЛЬНАЯ НЕГОСУДАРСТВЕННАЯ ЭКСПЕРТИЗА"" (ОГРН: 1212300008623, ИНН: 2312298668, КПП: 231201001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: 350080, КРАЙ КРАСНОДАРСКИЙ,Г. Краснодар,УЛ. СИМФЕРОПОЛЬСКАЯ, д. Д. 54, кв. КВ. 28)";2312298668;231201001;1212300008623;350080, КРАЙ КРАСНОДАРСКИЙ,Г. Краснодар,УЛ. СИМФЕРОПОЛЬСКАЯ, д. Д. 54, кв. КВ. 28;Захаров Юрий Борисович;;"ТВОРЧЕСКАЯ МАСТЕРСКАЯ ""АРХКОМ"" ( ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ) (ОГРН: 1072301000529, ИНН: 2301061184, КПП: 230101001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Россия, Краснодарский край, Анапский р-н, г Анапа, Анапское шоссе, д 1Г, офис 348)";Нет данных;Нет данных;;;Нет;Нет данных;29.11.2024;Строительство;;гостиница
3aaff7f6-e0b4-4b68-8a1c-695944f2b68c;91-2-1-2-071558-2024;29.11.2024;Положительное заключение;Негосударственная;Проектная документация;Республика Крым - 91;91;"""Рекреационный комплекс по адресу: г. Ялта, г. Алупка, Дворцовое шоссе, 34. XI очередь строительства. Административно-гостиничный корпус № 9, 9.1, паркинг № 9а. Корректировка"", Почтовый адрес: 'Республика Крым, г. Ялта, г. Алупка, Дворцовое шоссе, 34.'";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРЫМСКАЯ НЕГОСУДАРСТВЕННАЯ ЭКСПЕРТИЗА СТРОИТЕЛЬНЫХ ПРОЕКТОВ И РЕЗУЛЬТАТОВ ИНЖЕНЕРНЫХ ИЗЫСКАНИЙ"" (ОГРН: 1149102035840, ИНН: 9102022899, КПП: 910201001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: 295034, РЕСПУБЛИКА КРЫМ, Г. СИМФЕРОПОЛЬ, УЛ. КИЕВСКАЯ, д. Д. 41, кв. ПОМЕЩ. 627)";9102022899;910201001;1149102035840;295034, РЕСПУБЛИКА КРЫМ, Г. СИМФЕРОПОЛЬ, УЛ. КИЕВСКАЯ, д. Д. 41, кв. ПОМЕЩ. 627;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРСТАР-РЕСУРС-СЕРВИС"" (ОГРН: 1159102031230, ИНН: 9103064644, КПП: 910301001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Россия, Республика Крым, Ялта, Алупка, Дворцовое шоссе, 34)";;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНПРОЕКТ"" (ОГРН: 1177746282383, ИНН: 9723020894, КПП: 771401001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Россия, Москва, Москва, тупик Магистральный 1-й, 5А, этаж 4, комната 10)<%>ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""Ф-МЕТРИКС"" (ОГРН: 1177746337460, ИНН: 7734402034, КПП: 771401001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Россия, Москва, Москва, 4-я 8 Марта, 6А, 5/X ком 5)";Нет данных;Нет данных;;;Нет;Нет данных;29.11.2024;Строительство;;гостиничный
800e9a35-d017-4d8c-8b89-3766c1681be5;23-2-1-3-071552-2024;28.11.2024;Положительное заключение;Негосударственная;Проектная документация и результаты инженерных изысканий;Краснодарский край - 23;23;"""Гостиничный комплекс ""Солнечный луч"", Почтовый адрес: 'Российская Федерация, Краснодарский край, городской округ город курорт Сочи, внутригородской Адлерский район, ул. Демократическая, д. 18, земельный участок с кадастровым номером 23:49:0402030:366'";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОНАЛЬНАЯ НЕГОСУДАРСТВЕННАЯ ЭКСПЕРТИЗА"" (ОГРН: 1212300008623, ИНН: 2312298668, КПП: 231201001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: 350080, КРАЙ КРАСНОДАРСКИЙ,Г. Краснодар,УЛ. СИМФЕРОПОЛЬСКАЯ, д. Д. 54, кв. КВ. 28)";2312298668;231201001;1212300008623;350080, КРАЙ КРАСНОДАРСКИЙ,Г. Краснодар,УЛ. СИМФЕРОПОЛЬСКАЯ, д. Д. 54, кв. КВ. 28;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПАНСИОНАТ ""СОЛНЕЧНЫЙ ЛУЧ"" (ОГРН: 1022302715082, ИНН: 2317021726, КПП: 231701001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Россия, Краснодарский край, г Сочи, р-н Адлерский, ул Демократическая, д 18)";;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮГ-ПРОЕКТ ИЗЫСКАНИЯ"" (ОГРН: 1172375023831, ИНН: 2310199502, КПП: 230801001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Россия, Краснодарский край, г Краснодар, ул Северная, д 320/1, офис 16/14)";Нет данных;Нет данных;;;Нет;Нет данных;29.11.2024;Строительство;;гостиничный
d35afb4a-3245-4073-ab02-c08b344ad140;23-2-1-2-071504-2024;29.11.2024;Положительное заключение;Негосударственная;Проектная документация;Краснодарский край - 23;23;"""Гостиничный комплекс в городе Анапа на земельном участке с кадастровым номером: 23:37:0101049:4830. Корректировка 2"", Почтовый адрес: 'Краснодарский край, г. Анапа, ул. Таманская, д. 171.'";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОММАШ ТЕСТ ЭКСПЕРТИЗА"" (ОГРН: 1215000047316, ИНН: 5048058336, КПП: 772901001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: 119415, Г.МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ПРОСПЕКТ ВЕРНАДСКОГО, ПР-КТ ВЕРНАДСКОГО, д. Д. 41, корп. СТР. 1, кв. ПОМЕЩ. 263)";5048058336;772901001;1215000047316;119415, Г.МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ПРОСПЕКТ ВЕРНАДСКОГО, ПР-КТ ВЕРНАДСКОГО, д. Д. 41, корп. СТР. 1, кв. ПОМЕЩ. 263;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК АН ИНВЕСТИЦИИ"" (ОГРН: 1232300040411, ИНН: 2301109816, КПП: 230101001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Краснодарский край, г Анапа, пр-кт Революции, д. 3, помещ. 9)";;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОЕКТНОЕ БЮРО ""КОНСТРУКТИВНЫЕ РЕШЕНИЯ"" (ОГРН: 1207700493131, ИНН: 9715394409, КПП: 771501001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Москва, Отрадная ул, д. 18, кв. 236)";Нет данных;Нет данных;;;Нет;Нет данных;29.11.2024;Строительство;;гостиничный
397e4247-33f1-4532-9a57-01bad7e01e74;91-2-1-3-071022-2024;28.11.2024;Положительное заключение;Негосударственная;Проектная документация и результаты инженерных изысканий;Республика Крым - 91;91;Туристический апарт-отель по адресу: Республика Крым, г. Алушта, ул. Октябрьская, 10, Почтовый адрес: 'Республика Крым, г. Алушта, ул. Октябрьская, 10';"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРЫМСКАЯ НЕГОСУДАРСТВЕННАЯ ЭКСПЕРТИЗА СТРОИТЕЛЬНЫХ ПРОЕКТОВ И РЕЗУЛЬТАТОВ ИНЖЕНЕРНЫХ ИЗЫСКАНИЙ"" (ОГРН: 1149102035840, ИНН: 9102022899, КПП: 910201001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: 295034, РЕСПУБЛИКА КРЫМ, Г. СИМФЕРОПОЛЬ, УЛ. КИЕВСКАЯ, д. Д. 41, кв. ПОМЕЩ. 627)";9102022899;910201001;1149102035840;295034, РЕСПУБЛИКА КРЫМ, Г. СИМФЕРОПОЛЬ, УЛ. КИЕВСКАЯ, д. Д. 41, кв. ПОМЕЩ. 627;Общество с ограниченной ответственностью «Специализированный застройщик «НЬЮ» (ОГРН: 1159102090355, ИНН: 9102182807, КПП: 910201001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Российская Федерация, Республика Крым, Симферополь, Воровского, 24а, помещение 90н, офис 9);;Общество с ограниченной ответственностью «ГРАНД КОНСТРУКТИВ» (ОГРН: 1149102032298, ИНН: 9102020771, КПП: 910201001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Российская Федерация, Республика Крым, Симферополь, Ларионова, 34, 9);Нет данных;Нет данных;;;Нет;Нет данных;28.11.2024;Реконструкция;;апарт-
5e9e46fe-add1-49bd-b352-1fe6f467f11e;23-2-1-2-070754-2024;27.11.2024;Положительное заключение;Негосударственная;Проектная документация;Краснодарский край - 23;23;"ГТК ""Гранд Карат Сочи"". Корпус 2 (гостинично-рекреационный корпус), Почтовый адрес: 'Краснодарский край, г. Сочи, Центральный р-н, ул. Соколова, д. №1'";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКСПЕРТНЫЙ ЦЕНТР ПРОЕКТИРОВАНИЯ И СТРОИТЕЛЬСТВА"" (ОГРН: 1217800199011, ИНН: 7807253700, КПП: 780701001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: 198332, Г.САНКТ-ПЕТЕРБУРГ, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ЮГО-ЗАПАД, УЛ МАРШАЛА КАЗАКОВА, д. Д. 24, стр. ЛИТЕРА А, корп. К. 2, кв. КВ. 295)";7807253700;780701001;1217800199011;198332, Г.САНКТ-ПЕТЕРБУРГ, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ЮГО-ЗАПАД, УЛ МАРШАЛА КАЗАКОВА, д. Д. 24, стр. ЛИТЕРА А, корп. К. 2, кв. КВ. 295;"Общество с ограниченной ответственностью ""Юг - Новый Век"" (ООО ""Юг - Новый Век"") (ОГРН: 1022302930902, ИНН: 2320092269, КПП: 232001001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Краснодарский край, 354000, г. Сочи, ул. Орджоникидзе 17, офис 1)";;"Общество с ограниченной ответственностью ""АДС-ПроектСтрой"" (ООО ""АДС-ПроектСтрой"") (ОГРН: 1167847381151, ИНН: 7805683659, КПП: 783801001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Санкт-Петербург, 196084, Санкт-Петербург, Московский проспект, д. 75, литера А, пом. 5-Н)<%>Общество с ограниченной ответственностью ""Институт строительного проектирования ""Геореконструкция"" (ООО ""ИСП ""Геореконструкция"") (ОГРН: 1089847236632, ИНН: 7839384343, КПП: 783901001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Санкт-Петербург, 190005, г. Санкт-Петербург, Измайловский пр-кт, д. 4, литер А, помещ. 20-Н)";Нет данных;Нет данных;;;Нет;Нет данных;27.11.2024;Строительство;;гостинично
51654fbf-4794-4f64-8314-c84aa46e182e;91-2-1-2-069981-2024;26.11.2024;Положительное заключение;Негосударственная;Проектная документация;Республика Крым - 91;91;Гостиничный комплекс, расположенный в Республике Крым, Сакском районе, на территории Молочненского сельского совета, Почтовый адрес: 'Россия, Республика Крым, Сакский район, на территории Молочненского сельского совета';"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИБСТРОЙЭКСПЕРТ"" (ОГРН: 1122468053575, ИНН: 2460241023, КПП: 246001001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: 660075, Красноярский край, Г.О. ГОРОД КРАСНОЯРСК, Г КРАСНОЯРСК, УЛ ЖЕЛЕЗНОДОРОЖНИКОВ, д. Д. 17, кв. ОФИС 510)";2460241023;246001001;1122468053575;660075, Красноярский край, Г.О. ГОРОД КРАСНОЯРСК, Г КРАСНОЯРСК, УЛ ЖЕЛЕЗНОДОРОЖНИКОВ, д. Д. 17, кв. ОФИС 510;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНЖЕНЕРНЫЕ ТЕХНОЛОГИИ"" (ОГРН: 1072468020173, ИНН: 2465202740, КПП: 246501001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Россия, Красноярский край, Советский, город Красноярск, улица Батурина, дом 36А, помещение 28)";;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНЖЕНЕРНЫЕ ТЕХНОЛОГИИ"" (ОГРН: 1072468020173, ИНН: 2465202740, КПП: 246501001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Россия, Красноярский край, Советский, город Красноярск, улица Батурина, дом 36А, помещение 28)";Нет данных;Нет данных;;;Нет;Нет данных;26.11.2024;Строительство;;гостиничный
5ac3caa6-7386-4636-93e8-ec237a19f43d;91-2-1-2-069963-2024;25.11.2024;Положительное заключение;Негосударственная;Проектная документация;Республика Крым - 91;91;"""Сервисный апарт-отель, расположенный в Республике Крым, Сакский район, Лесновский сельский совет, станция ""Прибрежная"", на земельном участке с кадастровым номером 90:11:130701:2657"" (2 этап строительства), Почтовый адрес: 'Республика Крым, Сакский район, Лесновский сельский совет, станция ""Прибрежная"", земельный участок с кадастровым номером 90:11:130701:2657'";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАСТЕРСТРОИТЕЛЬ"" (ОГРН: 1197746015653, ИНН: 9723073335, КПП: 772301001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: 109382, ГОРОД МОСКВА,УЛИЦА СОВХОЗНАЯ, д. ДОМ 8, кв. ЭТ 1 ПОМ XI КОМ 9)";9723073335;772301001;1197746015653;109382, ГОРОД МОСКВА,УЛИЦА СОВХОЗНАЯ, д. ДОМ 8, кв. ЭТ 1 ПОМ XI КОМ 9;"ООО ""СЗ ""Прибрежное"" (ОГРН: 1209100000658, ИНН: 9102262040, КПП: 910201001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Республика Крым, 295051, Республика Крым, г. Симферополь, бул. Ленина 12, офис 206)";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВАГРОТРАНС"" (ОГРН: 1149204032339, ИНН: 9201010703, КПП: 920101001, МЕСТО НАХОЖДЕНИЯ и АДРЕС: Севастополь, Российская Федерация, г. Севастополь, ул. Хрусталева д. 84, офис 9)";ИП Симоненко Александр Викторович (ОГРНИП: 314910226600115, МЕСТО НАХОЖДЕНИЯ и АДРЕС: 295000, РоссияРеспублика Крым);Нет данных;Нет данных;;;Нет;Нет данных;25.11.2024;Строительство;;апарт-
